,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Platform_grouped,Publisher_grouped
14983,14986.0,Rugby Challenge 3,X360,2016-01-01,Sports,Alternative Software,0.0,0.02,0.0,0.0,0.02,playstation,other
14984,14987.0,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",DS,2008-01-01,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02,nintendo_handheld,other
14985,14988.0,Diabolik Lovers: Vandead Carnival,PSV,2014-01-01,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,xbox,other
14986,14989.0,O.M.G. 26 - Our Mini Games,DS,2007-01-01,Puzzle,505 Games,0.02,0.0,0.0,0.0,0.02,playstation,other
14987,14990.0,Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,2005-01-01,Action,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.02,xbox,other
14988,14991.0,AMF Xtreme Bowling,PS2,2006-01-01,Sports,Mastertronic,0.01,0.01,0.0,0.0,0.02,playstation,other
14989,14992.0,Total Overdose: A Gunslinger's Tale in Mexico,XB,2005-01-01,Shooter,Eidos Interactive,0.02,0.01,0.0,0.0,0.02,nintendo_handheld,other
14990,14993.0,Bomberman Fantasy Race,PS,1998-01-01,Racing,Virgin Interactive,0.01,0.01,0.0,0.0,0.02,playstation,other
14991,14994.0,Colin McRae Rally 2.0,GBA,2002-01-01,Racing,Codemasters,0.02,0.01,0.0,0.0,0.02,,other
14992,14995.0,Carnage Heart EXA,PSP,2010-01-01,Strategy,ArtDink,0.0,0.0,0.02,0.0,0.02,,other
14993,14996.0,Tropico 4: Modern Times,PC,2012-01-01,Strategy,Kalypso Media,0.0,0.02,0.0,0.0,0.02,playstation,other
14994,14997.0,Europa Universalis III Complete,PC,2008-01-01,Strategy,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,other,other
14995,14998.0,Bugriders: The Race of Kings,PS,1997-01-01,Racing,GT Interactive,0.01,0.01,0.0,0.0,0.02,nintendo_console,Nintendo
14996,14999.0,Bust-A-Move,3DO,1994-01-01,Puzzle,Micro Cabin,0.0,0.0,0.02,0.0,0.02,playstation,other
14997,15000.0,Wii de Asobu: Metroid Prime,Wii,,Shooter,Nintendo,0.0,0.0,0.02,0.0,0.02,nintendo_console,Nintendo
14998,15001.0,Payout Poker & Casino,PSP,,Misc,Unknown,0.02,0.0,0.0,0.0,0.02,playstation,other
14999,15002.0,Wii de Asobu: Metroid Prime,Wii,,Shooter,Nintendo,0.0,0.0,0.02,0.0,0.02,playstation,Namco Bandai Games
15000,15003.0,Wangan Midnight Portable,PSP,2007-01-01,Racing,Genki,0.0,0.0,0.02,0.0,0.02,playstation,other
15001,15004.0,Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,2015-01-01,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,playstation,other
15002,15005.0,Canvas 2,PS2,2006-01-01,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,,Ubisoft
15003,15006.0,Memories Off: Sorekara Again,PS2,2006-01-01,Adventure,KID,0.0,0.0,0.02,0.0,0.02,xbox,other
15004,15007.0,Tom Clancy's Rainbow Six: Vegas 2,PC,2008-01-01,Shooter,Ubisoft,0.0,0.02,0.0,0.0,0.02,playstation,other
15005,15008.0,11eyes: CrossOver,X360,2009-01-01,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,nintendo_handheld,other
15006,15009.0,Kenka Bancho Otome,PSV,2016-01-01,Action,Screenlife,0.0,0.0,0.02,0.0,0.02,nintendo_console,other
15007,15010.0,Supermodel Makeover by Lauren Luke,DS,2009-01-01,Simulation,Avanquest,0.0,0.02,0.0,0.0,0.02,nintendo_handheld,Konami Digital Entertainment
15008,15011.0,George of the Jungle and the Search for the Secret,Wii,2008-01-01,Platform,Ignition Entertainment,0.02,0.0,0.0,0.0,0.02,xbox,other
15009,15012.0,AirForce Delta Storm,GBA,2002-01-01,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.02,playstation,Sony Computer Entertainment
15010,15013.0,Serious Sam HD: Gold Edition,X360,2011-01-01,Shooter,Mastertronic,0.0,0.02,0.0,0.0,0.02,nintendo_console,other
15011,15014.0,Peter Pan in Disney's Return to Never Land,PS,2002-01-01,Platform,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02,nintendo_handheld,Namco Bandai Games
15012,15015.0,Ferrari Challenge Trofeo Pirelli Deluxe,Wii,2009-01-01,Racing,System 3 Arcade Software,0.0,0.02,0.0,0.0,0.02,,Electronic Arts
15013,15016.0,Xenosaga I·II,DS,2006-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,nintendo_console,other
15014,15017.0,SimCity Societies,PC,2007-01-01,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.02,playstation,Namco Bandai Games
15015,15018.0,Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,Wii,2008-01-01,Sports,Hudson Soft,0.0,0.0,0.02,0.0,0.02,,other
15016,15019.0,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,2016-01-01,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,playstation,other
15017,15020.0,Fishdom 2 Deluxe,PC,2010-01-01,Puzzle,Rondomedia,0.0,0.02,0.0,0.01,0.02,xbox,other
15018,15021.0,Kuusen II,PS2,2004-01-01,Simulation,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,nintendo_handheld,other
15019,15022.0,Cross Channel: In Memory of All People,X360,2011-01-01,Adventure,CyberFront,0.0,0.0,0.02,0.0,0.02,nintendo_console,Namco Bandai Games
15020,15023.0,Bomberman Story DS,DS,2007-01-01,Role-Playing,Rising Star Games,0.0,0.0,0.02,0.0,0.02,playstation,other
15021,15024.0,Penguins of Madagascar,Wii,2014-01-01,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02,,Ubisoft
15022,15025.0,Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP,2010-01-01,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,playstation,other
15023,15026.0,Brothers in Arms: Hell's Highway,PC,2008-01-01,Shooter,Ubisoft,0.0,0.02,0.0,0.0,0.02,nintendo_console,other
15024,15027.0,Are You Alice?,PSP,2011-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,other
15025,15028.0,Future Tactics: The Uprising,GC,2004-01-01,Strategy,JoWood Productions,0.02,0.0,0.0,0.0,0.02,playstation,Konami Digital Entertainment
15026,15029.0,Stronghold Crusader Extreme,PC,2008-01-01,Strategy,Gamecock,0.0,0.02,0.0,0.0,0.02,nintendo_handheld,other
15027,15030.0,Kensei: Sacred Fist,PS,1997-01-01,Fighting,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,playstation,other
15028,15031.0,Backyard NFL Football,DS,2007-01-01,Sports,Atari,0.02,0.0,0.0,0.0,0.02,playstation,other
15029,15032.0,Okashi na Shima no Peter Pan: Sweet Never Land,PSP,2011-01-01,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02,,other
15030,15033.0,Urakata Hakuoki,PSP,2013-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,Activision
15031,15034.0,Cities XL 2011,PC,2010-01-01,Simulation,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,playstation,other
15032,15035.0,Kung Fu Panda,PC,2008-01-01,Action,Activision,0.0,0.02,0.0,0.0,0.02,xbox,other
15033,15036.0,Gift: Prism,PS2,2006-01-01,Adventure,Sweets,0.0,0.0,0.02,0.0,0.02,playstation,Activision
15034,15037.0,PDC World Championship Darts: Pro Tour,X360,2010-01-01,Sports,O-Games,0.0,0.02,0.0,0.0,0.02,playstation,other
15035,15038.0,Shanghai: True Valor,PS,1998-01-01,Puzzle,Activision,0.01,0.01,0.0,0.0,0.02,nintendo_handheld,other
15036,15039.0,Tokyo Xanadu eX+,PS4,2016-01-01,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.02,0.0,0.02,xbox,other
15037,15040.0,Major Dream: Major DS Dream Baseball,DS,2008-01-01,Sports,Takara Tomy,0.0,0.0,0.02,0.0,0.02,nintendo_handheld,other
15038,15041.0,Steins;Gate: Senkei Kousoku no Phonogram,X360,2013-01-01,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,playstation,other
15039,15042.0,Thunderbirds,GBA,2004-01-01,Shooter,Vivendi Games,0.02,0.01,0.0,0.0,0.02,playstation,other
15040,15043.0,Winning Post 8 2015,PSV,2015-01-01,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,playstation,other
15041,15044.0,Vitamin Z Revolution,PSP,2010-01-01,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,nintendo_handheld,other
15042,15045.0,Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,2008-01-01,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,,other
15043,15046.0,Inkheart,DS,2009-01-01,Adventure,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02,playstation,other
15044,15047.0,Street Fighter X Tekken,PC,2012-01-01,Fighting,Capcom,0.0,0.02,0.0,0.0,0.02,,other
15045,15048.0,Lunatic Dawn Tempest,PS2,2001-01-01,Role-Playing,ArtDink,0.0,0.0,0.02,0.0,0.02,playstation,other
15046,15049.0,Ceville,PC,2009-01-01,Action,Kalypso Media,0.0,0.02,0.0,0.0,0.02,xbox,other
15047,15050.0,Strike Witches: Shirogane no Tsubasa,PSP,2012-01-01,Strategy,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,nintendo_handheld,other
15048,15051.0,Total Immersion Racing,XB,2002-01-01,Racing,Empire Interactive,0.02,0.01,0.0,0.0,0.02,playstation,other
15049,15052.0,Totally Spies! 2: Undercover,DS,2006-01-01,Action,Atari,0.01,0.01,0.0,0.0,0.02,nintendo_handheld,other
15050,15053.0,Luxor: The Wrath of Set,PSP,2006-01-01,Puzzle,Mumbo Jumbo,0.02,0.0,0.0,0.0,0.02,xbox,other
15051,15054.0,Natalie Brooks: Mystery at Hillcrest High,DS,2012-01-01,Action,Licensed 4U,0.0,0.02,0.0,0.0,0.02,playstation,other
15052,15055.0,NASCAR Heat Evolution,XOne,2016-01-01,Racing,Dusenberry Martin Racing,0.02,0.0,0.0,0.0,0.02,nintendo_handheld,Konami Digital Entertainment
15053,15056.0,Board Game: Top Shop,PS,1999-01-01,Misc,Success,0.01,0.01,0.0,0.0,0.02,xbox,Konami Digital Entertainment
15054,15057.0,NANA: Live Staff Daiboshuu! Shoshinsha Kangei,DS,2007-01-01,Action,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,nintendo_handheld,other
15055,15058.0,Castlevania: Lords of Shadow - Reverie,X360,2011-01-01,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,nintendo_console,other
15056,15059.0,Xia-Xia,DS,2012-01-01,Platform,,0.0,0.02,0.0,0.0,0.02,playstation,other
15057,15060.0,Cocoto Magic Circus,Wii,2008-01-01,Shooter,Neko Entertainment,0.02,0.0,0.0,0.0,0.02,playstation,other
15058,15061.0,Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,PS2,2007-01-01,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,nintendo_handheld,other
15059,15062.0,Dunamis 15,PS3,2011-01-01,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,nintendo_handheld,Namco Bandai Games
15060,15063.0,DemiKids: Dark Version,GBA,2002-01-01,Role-Playing,Atlus,0.02,0.01,0.0,0.0,0.02,,other
15061,15064.0,Mage Knight: Destiny's Soldier,DS,2006-01-01,Strategy,Namco Bandai Games,0.02,0.0,0.0,0.0,0.02,nintendo_handheld,other
15062,15065.0,GT Legends,PC,2005-01-01,Racing,Atari,0.0,0.02,0.0,0.0,0.02,nintendo_console,Sega
15063,15066.0,Blender Bros.,GBA,2002-01-01,Platform,Unknown,0.02,0.01,0.0,0.0,0.02,,other
15064,15067.0,Suzumiya Haruhi no Heiretsu,Wii,2009-01-01,Adventure,Sega,0.0,0.0,0.02,0.0,0.02,nintendo_handheld,other
15065,15068.0,F1 Race Stars,PC,2012-01-01,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,playstation,other
15066,15069.0,DemiKids: Light Version,GBA,2002-01-01,Role-Playing,Atlus,0.02,0.01,0.0,0.0,0.02,nintendo_handheld,other
15067,15070.0,Nanatsuiro * Drops Pure!!,PS2,2007-01-01,Adventure,Media Works,0.0,0.0,0.02,0.0,0.02,,other
15068,15071.0,Pe-Jongju to Manabu Kankokugo DS: Test-Hen,DS,2010-01-01,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02,playstation,other
15069,15072.0,Escape the Emerald Star,PC,2011-01-01,Puzzle,PopCap Games,0.02,0.0,0.0,0.0,0.02,nintendo_handheld,other
15070,15073.0,La Corda d'Oro 4,PSV,2016-01-01,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,nintendo_console,other
15071,15074.0,Thomas and Friends: Steaming around Sodor,3DS,2015-01-01,Action,Avanquest Software,0.0,0.02,0.0,0.0,0.02,,other
15072,15075.0,Titanic Mystery,Wii,2010-01-01,Puzzle,O-Games,0.02,0.0,0.0,0.0,0.02,playstation,Konami Digital Entertainment
15073,15076.0,Falcon 4.0: Allied Force,PC,2005-01-01,Simulation,Graphsim Entertainment,0.0,0.02,0.0,0.0,0.02,nintendo_handheld,other
15074,15077.0,Bottom of the 9th '97,PS,1997-01-01,Sports,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,xbox,other
15075,15078.0,Shaman King: Chou Senjiryokketsu 3,GBA,2002-01-01,Role-Playing,King Records,0.0,0.0,0.02,0.0,0.02,nintendo_console,other
15076,15079.0,Ride,X360,2015-01-01,Racing,Milestone S.r.l.,0.0,0.02,0.0,0.0,0.02,playstation,other
15077,15080.0,Line Rider 2: Unbound,Wii,2008-01-01,Puzzle,Deep Silver,0.02,0.0,0.0,0.0,0.02,nintendo_handheld,other
15078,15081.0,HatsuKare * Renai Debut Sengen!,PSP,2013-01-01,Adventure,FuRyu,0.0,0.0,0.02,0.0,0.02,,other
15079,15082.0,Treasure Chase,DS,2011-01-01,Puzzle,Storm City Games,0.02,0.0,0.0,0.0,0.02,,other
15080,15083.0,Unreal Anthology,PC,2006-01-01,Shooter,Midway Games,0.0,0.02,0.0,0.0,0.02,playstation,other
15081,15084.0,X3: Terran War Pack,PC,2012-01-01,Misc,Deep Silver,0.0,0.02,0.0,0.0,0.02,nintendo_console,other
15082,15085.0,Prison Architect,PS4,2016-01-01,Action,Introversion Software,0.01,0.01,0.0,0.0,0.02,playstation,Konami Digital Entertainment
15083,15086.0,G1 Jockey Wii,Wii,2007-01-01,Sports,Tecmo Koei,0.0,0.01,0.02,0.0,0.02,playstation,other
15084,15087.0,Kingdom: Ikkitousen no Ken,PSP,2010-01-01,Action,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,playstation,other
15085,15088.0,Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,PS2,2007-01-01,Fighting,Yuke's,0.0,0.0,0.02,0.0,0.02,,Ubisoft
15086,15089.0,Rugby League Live 3,PS4,2015-01-01,Action,Tru Blu Entertainment,0.0,0.02,0.0,0.0,0.02,playstation,other
15087,15090.0,Tom Clancy's EndWar,PC,2009-01-01,Strategy,Ubisoft,0.0,0.02,0.0,0.0,0.02,,Electronic Arts
15088,15091.0,RayCrisis: Series Termination,PS,1999-01-01,Shooter,JVC,0.01,0.01,0.0,0.0,0.02,,other
15089,15092.0,Left 4 Dead,PC,2008-01-01,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02,playstation,other
15090,15093.0,Bejeweled 2 Deluxe,PC,2006-01-01,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,playstation,other
15091,15094.0,Ikki Tousen: Shining Dragon,PS2,2007-01-01,Role-Playing,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,xbox,THQ
15092,15095.0,Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,PS2,2008-01-01,Adventure,Minato Station,0.0,0.0,0.02,0.0,0.02,,other
15093,15096.0,Toxic Grind,XB,2002-01-01,Sports,THQ,0.02,0.0,0.0,0.0,0.02,nintendo_console,other
15094,15097.0,DiRT,PC,2007-01-01,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,playstation,other
15095,15098.0,Kawasaki Jet Ski,Wii,2008-01-01,Racing,Metro 3D,0.02,0.0,0.0,0.0,0.02,xbox,Ubisoft
15096,15099.0,Genkai Tokki: Seven Pirates,PSV,2016-01-01,Role-Playing,Compile Heart,0.0,0.0,0.02,0.0,0.02,xbox,other
15097,15100.0,Enchanted Arms (JP sales),X360,2006-01-01,Role-Playing,Ubisoft,0.0,0.0,0.02,0.0,0.02,playstation,other
15098,15101.0,ScrapLand,XB,2005-01-01,Action,Deep Silver,0.02,0.0,0.0,0.0,0.02,playstation,other
15099,15102.0,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,PSP,2011-01-01,Misc,Paon,0.0,0.0,0.02,0.0,0.02,nintendo_console,other
15100,15103.0,Geten no Hana,PSP,2013-01-01,Misc,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,playstation,other
15101,15104.0,Crazy Machines,Wii,2010-01-01,Puzzle,DTP Entertainment,0.01,0.01,0.0,0.0,0.02,playstation,Sega
15102,15105.0,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,PSP,2009-01-01,Adventure,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,nintendo_console,other
15103,15106.0,Blade Arcus from Shining EX,PS3,2015-01-01,Fighting,Sega,0.0,0.0,0.02,0.0,0.02,,THQ
15104,15107.0,Brave: The Video Game,Wii,2012-01-01,Action,Disney Interactive Studios,0.0,0.02,0.0,0.0,0.02,playstation,Konami Digital Entertainment
15105,15108.0,Frontlines: Fuel of War,PC,2008-01-01,Shooter,THQ,0.0,0.02,0.0,0.0,0.02,xbox,other
15106,15109.0,D.Gray-man: Sousha no Shikaku,PS2,2008-01-01,Adventure,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,nintendo_handheld,other
15107,15110.0,Indianapolis 500 Evolution,X360,2009-01-01,Racing,Zushi Games,0.02,0.0,0.0,0.0,0.02,,Ubisoft
15108,15111.0,Ookami to Koushinryou: Omiowataru Kaze,DS,2009-01-01,Adventure,ASCII Media Works,0.0,0.0,0.02,0.0,0.02,playstation,other
15109,15112.0,Grey's Anatomy: The Video Game,PC,2009-01-01,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02,playstation,other
15110,15113.0,School Days LxH,PS2,2008-01-01,Adventure,Interchannel,0.0,0.0,0.02,0.0,0.02,playstation,other
15111,15114.0,Neo Angelique,PS2,2006-01-01,Adventure,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,playstation,Sony Computer Entertainment
15112,15115.0,Big Idea's VeggieTales: LarryBoy and the Bad Apple,PS2,2006-01-01,Action,Crave Entertainment,0.01,0.01,0.0,0.0,0.02,playstation,other
15113,15116.0,Namco Museum Battle Collection (JP sales),PSP,2005-01-01,Misc,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,playstation,other
15114,15117.0,Chaos;Head Noah,PSP,2010-01-01,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,nintendo_handheld,other
15115,15118.0,Brandish: The Dark Revenant,PSP,2009-01-01,Role-Playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02,xbox,other
15116,15119.0,Summon Night: Swordcraft Story,GBA,2003-01-01,Role-Playing,Banpresto,0.02,0.01,0.0,0.0,0.02,xbox,other
15117,15120.0,Samurai Shodown V,XB,2006-01-01,Fighting,Ignition Entertainment,0.02,0.0,0.0,0.0,0.02,playstation,other
15118,15121.0,Pro Fishing Challenge,XB,2004-01-01,Sports,Atlus,0.02,0.0,0.0,0.0,0.02,nintendo_handheld,other
15119,15122.0,Minna no Chizu 2,PSP,2007-01-01,Misc,Zenrin,0.0,0.0,0.02,0.0,0.02,,other
15120,15123.0,Franklin's Great Adventures,DS,2006-01-01,Action,Game Factory,0.02,0.0,0.0,0.0,0.02,,Konami Digital Entertainment
15121,15124.0,Test Drive Unlimited,PC,2007-01-01,Racing,Atari,0.0,0.02,0.0,0.0,0.02,playstation,other
15122,15125.0,SAW,PC,2009-01-01,Action,Konami Digital Entertainment,0.0,0.02,0.0,0.0,0.02,playstation,other
15123,15126.0,Princess Saver! Eternal Love for My Lady,PS2,2010-01-01,Adventure,Comfort,0.0,0.0,0.02,0.0,0.02,playstation,other
15124,15127.0,To Love-Ru Trouble: Darkness - True Princess,PSV,2015-01-01,Action,FuRyu,0.0,0.0,0.02,0.0,0.02,playstation,Namco Bandai Games
15125,15128.0,Tokyo Mew Mew,PS,2002-01-01,Role-Playing,Takara,0.0,0.0,0.02,0.0,0.02,,Activision
15126,15129.0,Jitsumei Jikkyou Keiba Dream Classic 2002,PS2,2002-01-01,Sports,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,nintendo_handheld,other
15127,15130.0,Ice Age: Dawn of the Dinosaurs,PC,2009-01-01,Action,Activision,0.02,0.0,0.0,0.0,0.02,playstation,other
15128,15131.0,Interactive Storybook DS Series 3,DS,2007-01-01,Misc,Tommo,0.02,0.0,0.0,0.0,0.02,playstation,other
15129,15132.0,Moujuutsukai to Oujisama: Snow Bride Portable,PSP,2012-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,other
15130,15133.0,Twinkle * Crusaders GoGo!,PSP,2010-01-01,Adventure,ASCII Media Works,0.0,0.0,0.02,0.0,0.02,playstation,other
15131,15134.0,Serious Sam HD: Gold Edition,PC,2010-01-01,Shooter,Devolver Digital,0.0,0.02,0.0,0.0,0.02,nintendo_console,other
15132,15135.0,Rule of Rose,PS2,2006-01-01,Action,505 Games,0.01,0.01,0.0,0.0,0.02,,other
15133,15136.0,RedCard 20-03,GC,2002-01-01,Sports,Midway Games,0.02,0.0,0.0,0.0,0.02,xbox,other
15134,15137.0,Homeworld,PC,1998-01-01,Strategy,Vivendi Games,0.0,0.02,0.0,0.0,0.02,playstation,Namco Bandai Games
15135,15138.0,Freestyle Metal X,XB,2003-01-01,Racing,Midway Games,0.02,0.0,0.0,0.0,0.02,playstation,Namco Bandai Games
15136,15139.0,Shonen Jump's One Piece: Grand Adventure,PS2,2005-01-01,Fighting,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,,Electronic Arts
15137,15140.0,Pac-Man World Rally,PS2,2006-01-01,Racing,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,,other
15138,15141.0,Plants vs. Zombies: Garden Warfare,PC,2014-01-01,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02,playstation,Sega
15139,15142.0,Max Payne,PC,2001-01-01,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02,playstation,Sony Computer Entertainment
15140,15143.0,Uta Kumi 575,PSV,2014-01-01,Misc,Sega,0.0,0.0,0.02,0.0,0.02,playstation,other
15141,15144.0,Invizimals: The Lost Kingdom,PS3,2013-01-01,Action,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.02,,Ubisoft
15142,15145.0,428: Fuusa Sareta Shibuya de,PS3,2009-01-01,Adventure,Spike,0.0,0.0,0.02,0.0,0.02,,other
15143,15146.0,IL-2 Sturmovik: Forgotten Battles,PC,2003-01-01,Simulation,Ubisoft,0.0,0.02,0.0,0.0,0.02,,other
15144,15147.0,Overlord,PC,2007-01-01,Strategy,Codemasters,0.0,0.02,0.0,0.0,0.02,nintendo_handheld,other
15145,15148.0,Sacred 3,PC,2014-01-01,Role-Playing,Deep Silver,0.0,0.02,0.0,0.0,0.02,nintendo_console,other
15146,15149.0,The Professor's Brain Trainer: Logic,DS,2005-01-01,Puzzle,505 Games,0.02,0.0,0.0,0.0,0.02,playstation,other
15147,15150.0,Fritz Chess,Wii,2009-01-01,Strategy,Deep Silver,0.02,0.01,0.0,0.0,0.02,nintendo_console,other
15148,15151.0,Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,PSP,2010-01-01,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02,,other
15149,15152.0,NFL Blitz Pro,GC,2003-01-01,Sports,Midway Games,0.02,0.0,0.0,0.0,0.02,nintendo_console,other
15150,15153.0,Rocket League,PC,2016-01-01,Sports,505 Games,0.01,0.01,0.0,0.0,0.02,,other
15151,15154.0,Balls of Fury,Wii,2007-01-01,Sports,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02,xbox,Ubisoft
15152,15155.0,18 Wheels of Steel: Extreme Trucker,PC,2009-01-01,Racing,Rondomedia,0.0,0.02,0.0,0.0,0.02,playstation,other
15153,15156.0,Rugby World Cup 2015,XOne,2015-01-01,Sports,Ubisoft,0.0,0.02,0.0,0.0,0.02,nintendo_handheld,other
15154,15157.0,Winning Post 8 2015,PS3,2015-01-01,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,xbox,other
15155,15158.0,Veggy World,DS,2011-01-01,Shooter,Jack of All Games,0.02,0.0,0.0,0.0,0.02,playstation,other
15156,15159.0,Commandos: Strike Force,XB,2006-01-01,Shooter,Eidos Interactive,0.02,0.0,0.0,0.0,0.02,nintendo_handheld,other
15157,15160.0,Ukiyo no Roushi,PSV,2015-01-01,Action,Unknown,0.0,0.0,0.02,0.0,0.02,playstation,other
15158,15161.0,SBK: Snowboard Kids,DS,2005-01-01,Sports,Rising Star Games,0.02,0.0,0.0,0.0,0.02,playstation,other
15159,15162.0,Warriors of the Lost Empire (JP sales),PSP,2007-01-01,Role-Playing,Mercury Games,0.0,0.0,0.02,0.0,0.02,nintendo_handheld,other
15160,15163.0,Jojo's Bizarre Adventure,PS,1999-01-01,Fighting,Virgin Interactive,0.01,0.01,0.0,0.0,0.02,xbox,other
15161,15164.0,Lode Runner,DS,2006-01-01,Puzzle,Hudson Entertainment,0.0,0.0,0.02,0.0,0.02,,other
15162,15165.0,Zathura,XB,2005-01-01,Adventure,Take-Two Interactive,0.02,0.0,0.0,0.0,0.02,playstation,Konami Digital Entertainment
15163,15166.0,Cities in Motion Collection,PC,2011-01-01,Simulation,Unknown,0.0,0.02,0.0,0.0,0.02,playstation,Sega
15164,15167.0,Evolution Snowboarding,PS2,2002-01-01,Sports,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,playstation,other
15165,15168.0,Jissen Pachinko Hisshouhou! CR Sakura Taisen,PS2,2007-01-01,Misc,Sega,0.0,0.0,0.02,0.0,0.02,nintendo_handheld,other
15166,15169.0,Aegis of Earth: Protonovus Assault,PS4,2016-01-01,Action,PQube,0.02,0.0,0.0,0.0,0.02,nintendo_console,other
15167,15170.0,Freedom Wings,DS,2006-01-01,Simulation,Natsume,0.02,0.0,0.0,0.0,0.02,playstation,other
15168,15171.0,Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,SNES,1996-01-01,Puzzle,Compile,0.0,0.0,0.02,0.0,0.02,nintendo_handheld,other
15169,15172.0,Zillions of Enemy X: Zetsukai no Crusade,PS3,2013-01-01,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,playstation,other
15170,15173.0,Dream Chronicles,DS,2010-01-01,Adventure,Zoo Games,0.02,0.0,0.0,0.0,0.02,,other
15171,15174.0,Kung Fu Panda: Showdown of Legendary Legends,PS3,2015-01-01,Action,Little Orbit,0.0,0.02,0.0,0.0,0.02,playstation,other
